username,date,year,month,projectid,projectname,timelog
user48,2021-12-04,2021,12,10,Project Kappa,278
user49,2021-12-04,2021,12,3,Project Gamma,54
user50,2021-12-04,2021,12,8,Project Theta,38
user2,2021-12-05,2021,12,10,Project Kappa,199
user3,2021-12-05,2021,12,5,Project Epsilon,28
user4,2021-12-05,2021,12,8,Project Theta,16
user5,2021-12-05,2021,12,4,Project Delta,279
user7,2021-12-05,2021,12,7,Project Eta,160
user8,2021-12-05,2021,12,10,Project Kappa,54
user9,2021-12-05,2021,12,1,Project Alpha,166
user11,2021-12-05,2021,12,6,Project Zeta,187
user12,2021-12-05,2021,12,2,Project Beta,108
user13,2021-12-05,2021,12,2,Project Beta,196
user14,2021-12-05,2021,12,5,Project Epsilon,221
user15,2021-12-05,2021,12,8,Project Theta,197
user16,2021-12-05,2021,12,10,Project Kappa,16
user18,2021-12-05,2021,12,6,Project Zeta,182
user19,2021-12-05,2021,12,3,Project Gamma,135
user20,2021-12-05,2021,12,4,Project Delta,47
user21,2021-12-05,2021,12,5,Project Epsilon,33
user23,2021-12-05,2021,12,8,Project Theta,205
user25,2021-12-05,2021,12,5,Project Epsilon,39
user26,2021-12-05,2021,12,3,Project Gamma,197
user27,2021-12-05,2021,12,7,Project Eta,107
user29,2021-12-05,2021,12,7,Project Eta,80
user30,2021-12-05,2021,12,1,Project Alpha,148
user31,2021-12-05,2021,12,4,Project Delta,247
user32,2021-12-05,2021,12,2,Project Beta,12
user33,2021-12-05,2021,12,2,Project Beta,110
user34,2021-12-05,2021,12,1,Project Alpha,231
user36,2021-12-05,2021,12,1,Project Alpha,70
user37,2021-12-05,2021,12,5,Project Epsilon,26
user38,2021-12-05,2021,12,5,Project Epsilon,17
user39,2021-12-05,2021,12,5,Project Epsilon,92
user40,2021-12-05,2021,12,2,Project Beta,144
user41,2021-12-05,2021,12,2,Project Beta,175
user43,2021-12-05,2021,12,1,Project Alpha,29
user46,2021-12-05,2021,12,3,Project Gamma,183
user47,2021-12-05,2021,12,10,Project Kappa,297
user49,2021-12-05,2021,12,6,Project Zeta,115
user1,2021-12-06,2021,12,1,Project Alpha,218
user2,2021-12-06,2021,12,6,Project Zeta,127
user4,2021-12-06,2021,12,8,Project Theta,38
user5,2021-12-06,2021,12,6,Project Zeta,22
user6,2021-12-06,2021,12,7,Project Eta,176
user9,2021-12-06,2021,12,5,Project Epsilon,216
user10,2021-12-06,2021,12,6,Project Zeta,41
user11,2021-12-06,2021,12,10,Project Kappa,12
user12,2021-12-06,2021,12,5,Project Epsilon,298
user13,2021-12-06,2021,12,3,Project Gamma,258
user14,2021-12-06,2021,12,8,Project Theta,241
user16,2021-12-06,2021,12,4,Project Delta,240
user17,2021-12-06,2021,12,2,Project Beta,47
user18,2021-12-06,2021,12,10,Project Kappa,60
user19,2021-12-06,2021,12,8,Project Theta,29
user22,2021-12-06,2021,12,1,Project Alpha,41
user23,2021-12-06,2021,12,9,Project Iota,48
user24,2021-12-06,2021,12,6,Project Zeta,34
user25,2021-12-06,2021,12,9,Project Iota,276
user26,2021-12-06,2021,12,5,Project Epsilon,51
user28,2021-12-06,2021,12,10,Project Kappa,230
user29,2021-12-06,2021,12,6,Project Zeta,29
user30,2021-12-06,2021,12,2,Project Beta,32
user33,2021-12-06,2021,12,5,Project Epsilon,266
user34,2021-12-06,2021,12,7,Project Eta,198
user35,2021-12-06,2021,12,6,Project Zeta,209
user36,2021-12-06,2021,12,10,Project Kappa,238
user37,2021-12-06,2021,12,9,Project Iota,106
user38,2021-12-06,2021,12,4,Project Delta,45
user39,2021-12-06,2021,12,6,Project Zeta,283
user40,2021-12-06,2021,12,7,Project Eta,261
user41,2021-12-06,2021,12,4,Project Delta,55
user43,2021-12-06,2021,12,4,Project Delta,32
user46,2021-12-06,2021,12,7,Project Eta,145
user47,2021-12-06,2021,12,9,Project Iota,170
user48,2021-12-06,2021,12,6,Project Zeta,101
user1,2021-12-07,2021,12,5,Project Epsilon,117
user5,2021-12-07,2021,12,9,Project Iota,189
user6,2021-12-07,2021,12,5,Project Epsilon,236
user8,2021-12-07,2021,12,4,Project Delta,242
user9,2021-12-07,2021,12,1,Project Alpha,325
user10,2021-12-07,2021,12,6,Project Zeta,311
user12,2021-12-07,2021,12,8,Project Theta,41
user13,2021-12-07,2021,12,2,Project Beta,54
user14,2021-12-07,2021,12,3,Project Gamma,147
user15,2021-12-07,2021,12,9,Project Iota,130
user16,2021-12-07,2021,12,4,Project Delta,33
user17,2021-12-07,2021,12,2,Project Beta,15
user18,2021-12-07,2021,12,4,Project Delta,25
user19,2021-12-07,2021,12,2,Project Beta,161
user21,2021-12-07,2021,12,10,Project Kappa,24
user22,2021-12-07,2021,12,9,Project Iota,272
user23,2021-12-07,2021,12,2,Project Beta,112
user24,2021-12-07,2021,12,8,Project Theta,34
user25,2021-12-07,2021,12,9,Project Iota,93
user26,2021-12-07,2021,12,7,Project Eta,281
user27,2021-12-07,2021,12,10,Project Kappa,60
user28,2021-12-07,2021,12,7,Project Eta,245
user29,2021-12-07,2021,12,7,Project Eta,19
user30,2021-12-07,2021,12,2,Project Beta,293
user32,2021-12-07,2021,12,8,Project Theta,167
user33,2021-12-07,2021,12,3,Project Gamma,166
user36,2021-12-07,2021,12,3,Project Gamma,70
user37,2021-12-07,2021,12,7,Project Eta,49
user38,2021-12-07,2021,12,6,Project Zeta,253
user40,2021-12-07,2021,12,8,Project Theta,277
user43,2021-12-07,2021,12,9,Project Iota,133
user44,2021-12-07,2021,12,3,Project Gamma,227
user45,2021-12-07,2021,12,8,Project Theta,16
user46,2021-12-07,2021,12,5,Project Epsilon,47
user47,2021-12-07,2021,12,4,Project Delta,154
user48,2021-12-07,2021,12,4,Project Delta,80
user50,2021-12-07,2021,12,7,Project Eta,163
user1,2021-12-08,2021,12,7,Project Eta,13
user4,2021-12-08,2021,12,7,Project Eta,162
user6,2021-12-08,2021,12,7,Project Eta,231
user7,2021-12-08,2021,12,5,Project Epsilon,72
user8,2021-12-08,2021,12,5,Project Epsilon,47
user9,2021-12-08,2021,12,10,Project Kappa,121
user11,2021-12-08,2021,12,9,Project Iota,106
user12,2021-12-08,2021,12,8,Project Theta,147
user13,2021-12-08,2021,12,6,Project Zeta,175
user14,2021-12-08,2021,12,3,Project Gamma,313
user15,2021-12-08,2021,12,2,Project Beta,182
user18,2021-12-08,2021,12,3,Project Gamma,20
user21,2021-12-08,2021,12,8,Project Theta,123
user22,2021-12-08,2021,12,4,Project Delta,75
user23,2021-12-08,2021,12,10,Project Kappa,104
user24,2021-12-08,2021,12,3,Project Gamma,183
user25,2021-12-08,2021,12,4,Project Delta,133
user26,2021-12-08,2021,12,8,Project Theta,81
user27,2021-12-08,2021,12,3,Project Gamma,210
user28,2021-12-08,2021,12,5,Project Epsilon,83
user30,2021-12-08,2021,12,6,Project Zeta,199
user33,2021-12-08,2021,12,6,Project Zeta,41
user35,2021-12-08,2021,12,7,Project Eta,250
user36,2021-12-08,2021,12,5,Project Epsilon,148
user37,2021-12-08,2021,12,4,Project Delta,37
user38,2021-12-08,2021,12,9,Project Iota,159
user43,2021-12-08,2021,12,7,Project Eta,15
user44,2021-12-08,2021,12,6,Project Zeta,21
user45,2021-12-08,2021,12,9,Project Iota,277
user46,2021-12-08,2021,12,10,Project Kappa,56
user47,2021-12-08,2021,12,4,Project Delta,89
user48,2021-12-08,2021,12,6,Project Zeta,20
user49,2021-12-08,2021,12,5,Project Epsilon,12
user1,2021-12-09,2021,12,7,Project Eta,11
user3,2021-12-09,2021,12,6,Project Zeta,36
user5,2021-12-09,2021,12,4,Project Delta,151
user6,2021-12-09,2021,12,3,Project Gamma,30
user8,2021-12-09,2021,12,9,Project Iota,118
user11,2021-12-09,2021,12,3,Project Gamma,113
user12,2021-12-09,2021,12,1,Project Alpha,190
user13,2021-12-09,2021,12,5,Project Epsilon,147
user14,2021-12-09,2021,12,4,Project Delta,89
user15,2021-12-09,2021,12,6,Project Zeta,231
user16,2021-12-09,2021,12,5,Project Epsilon,31
user17,2021-12-09,2021,12,9,Project Iota,260
user18,2021-12-09,2021,12,9,Project Iota,78
user19,2021-12-09,2021,12,9,Project Iota,26
user20,2021-12-09,2021,12,4,Project Delta,78
user21,2021-12-09,2021,12,5,Project Epsilon,63
user24,2021-12-09,2021,12,7,Project Eta,57
user25,2021-12-09,2021,12,6,Project Zeta,333
user26,2021-12-09,2021,12,6,Project Zeta,194
user27,2021-12-09,2021,12,10,Project Kappa,274
user28,2021-12-09,2021,12,9,Project Iota,65
user29,2021-12-09,2021,12,9,Project Iota,158
user30,2021-12-09,2021,12,9,Project Iota,36
user31,2021-12-09,2021,12,8,Project Theta,273
user33,2021-12-09,2021,12,7,Project Eta,9
user34,2021-12-09,2021,12,10,Project Kappa,46
user35,2021-12-09,2021,12,5,Project Epsilon,240
user36,2021-12-09,2021,12,5,Project Epsilon,15
user37,2021-12-09,2021,12,9,Project Iota,263
user38,2021-12-09,2021,12,8,Project Theta,192
user39,2021-12-09,2021,12,3,Project Gamma,84
user40,2021-12-09,2021,12,1,Project Alpha,27
user42,2021-12-09,2021,12,1,Project Alpha,169
user44,2021-12-09,2021,12,10,Project Kappa,105
user45,2021-12-09,2021,12,2,Project Beta,51
user46,2021-12-09,2021,12,9,Project Iota,105
user49,2021-12-09,2021,12,1,Project Alpha,186
user1,2021-12-10,2021,12,3,Project Gamma,256
user4,2021-12-10,2021,12,2,Project Beta,102
user5,2021-12-10,2021,12,5,Project Epsilon,20
user6,2021-12-10,2021,12,10,Project Kappa,152
user7,2021-12-10,2021,12,4,Project Delta,59
user9,2021-12-10,2021,12,2,Project Beta,74
user10,2021-12-10,2021,12,2,Project Beta,93
user11,2021-12-10,2021,12,10,Project Kappa,45
user12,2021-12-10,2021,12,4,Project Delta,27
user14,2021-12-10,2021,12,8,Project Theta,51
user15,2021-12-10,2021,12,5,Project Epsilon,127
user16,2021-12-10,2021,12,10,Project Kappa,115
user17,2021-12-10,2021,12,10,Project Kappa,21
user18,2021-12-10,2021,12,7,Project Eta,190
user20,2021-12-10,2021,12,1,Project Alpha,336
user22,2021-12-10,2021,12,10,Project Kappa,101
user23,2021-12-10,2021,12,10,Project Kappa,37
user24,2021-12-10,2021,12,3,Project Gamma,172
user25,2021-12-10,2021,12,7,Project Eta,101
user26,2021-12-10,2021,12,10,Project Kappa,134
user27,2021-12-10,2021,12,10,Project Kappa,17
user28,2021-12-10,2021,12,2,Project Beta,25
user29,2021-12-10,2021,12,8,Project Theta,124
user31,2021-12-10,2021,12,2,Project Beta,40
user32,2021-12-10,2021,12,4,Project Delta,102
user33,2021-12-10,2021,12,9,Project Iota,87
user35,2021-12-10,2021,12,2,Project Beta,214
user37,2021-12-10,2021,12,7,Project Eta,44
user38,2021-12-10,2021,12,7,Project Eta,113
user39,2021-12-10,2021,12,4,Project Delta,301
user40,2021-12-10,2021,12,5,Project Epsilon,277
user41,2021-12-10,2021,12,10,Project Kappa,221
user44,2021-12-10,2021,12,10,Project Kappa,48
user45,2021-12-10,2021,12,9,Project Iota,53
user46,2021-12-10,2021,12,5,Project Epsilon,49
user47,2021-12-10,2021,12,2,Project Beta,56
user48,2021-12-10,2021,12,8,Project Theta,260
user49,2021-12-10,2021,12,8,Project Theta,38
user50,2021-12-10,2021,12,7,Project Eta,90
user3,2021-12-11,2021,12,6,Project Zeta,22
user4,2021-12-11,2021,12,8,Project Theta,258
user5,2021-12-11,2021,12,8,Project Theta,308
user6,2021-12-11,2021,12,8,Project Theta,147
user7,2021-12-11,2021,12,2,Project Beta,155
user8,2021-12-11,2021,12,9,Project Iota,28
user11,2021-12-11,2021,12,1,Project Alpha,73
user13,2021-12-11,2021,12,5,Project Epsilon,183
user14,2021-12-11,2021,12,6,Project Zeta,112
user15,2021-12-11,2021,12,6,Project Zeta,303
user16,2021-12-11,2021,12,4,Project Delta,61
user17,2021-12-11,2021,12,9,Project Iota,166
user18,2021-12-11,2021,12,3,Project Gamma,310
user19,2021-12-11,2021,12,6,Project Zeta,218
user21,2021-12-11,2021,12,2,Project Beta,153
user22,2021-12-11,2021,12,7,Project Eta,17
user23,2021-12-11,2021,12,6,Project Zeta,32
user26,2021-12-11,2021,12,8,Project Theta,293
user27,2021-12-11,2021,12,2,Project Beta,57
user28,2021-12-11,2021,12,2,Project Beta,158
user29,2021-12-11,2021,12,1,Project Alpha,15
user30,2021-12-11,2021,12,1,Project Alpha,157
user31,2021-12-11,2021,12,8,Project Theta,130
user32,2021-12-11,2021,12,8,Project Theta,29
user33,2021-12-11,2021,12,5,Project Epsilon,269
user35,2021-12-11,2021,12,10,Project Kappa,35
user37,2021-12-11,2021,12,5,Project Epsilon,223
user38,2021-12-11,2021,12,4,Project Delta,164
user39,2021-12-11,2021,12,5,Project Epsilon,46
user41,2021-12-11,2021,12,9,Project Iota,38
user42,2021-12-11,2021,12,7,Project Eta,196
user43,2021-12-11,2021,12,4,Project Delta,48
user44,2021-12-11,2021,12,1,Project Alpha,42
user46,2021-12-11,2021,12,8,Project Theta,48
user48,2021-12-11,2021,12,6,Project Zeta,242
user49,2021-12-11,2021,12,8,Project Theta,297
user1,2021-12-12,2021,12,8,Project Theta,28
user3,2021-12-12,2021,12,2,Project Beta,150
user5,2021-12-12,2021,12,4,Project Delta,40
user8,2021-12-12,2021,12,7,Project Eta,26
user11,2021-12-12,2021,12,8,Project Theta,126
user14,2021-12-12,2021,12,9,Project Iota,151
user15,2021-12-12,2021,12,9,Project Iota,22
user16,2021-12-12,2021,12,8,Project Theta,315
user18,2021-12-12,2021,12,7,Project Eta,29
user22,2021-12-12,2021,12,8,Project Theta,255
user23,2021-12-12,2021,12,1,Project Alpha,68
user24,2021-12-12,2021,12,7,Project Eta,61
user27,2021-12-12,2021,12,8,Project Theta,274
user28,2021-12-12,2021,12,7,Project Eta,96
user30,2021-12-12,2021,12,9,Project Iota,102
user31,2021-12-12,2021,12,1,Project Alpha,47
user32,2021-12-12,2021,12,9,Project Iota,301
user33,2021-12-12,2021,12,9,Project Iota,130
user35,2021-12-12,2021,12,8,Project Theta,80
user36,2021-12-12,2021,12,10,Project Kappa,341
user38,2021-12-12,2021,12,6,Project Zeta,181
user39,2021-12-12,2021,12,5,Project Epsilon,69
user40,2021-12-12,2021,12,10,Project Kappa,34
user42,2021-12-12,2021,12,8,Project Theta,74
user43,2021-12-12,2021,12,7,Project Eta,43
user44,2021-12-12,2021,12,9,Project Iota,318
user1,2021-12-13,2021,12,6,Project Zeta,257
user2,2021-12-13,2021,12,7,Project Eta,230
user3,2021-12-13,2021,12,8,Project Theta,48
user4,2021-12-13,2021,12,7,Project Eta,128
user7,2021-12-13,2021,12,5,Project Epsilon,327
user10,2021-12-13,2021,12,8,Project Theta,241
user13,2021-12-13,2021,12,4,Project Delta,171
user14,2021-12-13,2021,12,1,Project Alpha,12
user16,2021-12-13,2021,12,8,Project Theta,119
user17,2021-12-13,2021,12,5,Project Epsilon,71
user18,2021-12-13,2021,12,4,Project Delta,14
user19,2021-12-13,2021,12,10,Project Kappa,21
user20,2021-12-13,2021,12,6,Project Zeta,142
user24,2021-12-13,2021,12,1,Project Alpha,290
user25,2021-12-13,2021,12,8,Project Theta,17
user26,2021-12-13,2021,12,6,Project Zeta,206
user27,2021-12-13,2021,12,1,Project Alpha,135
user28,2021-12-13,2021,12,5,Project Epsilon,183
user30,2021-12-13,2021,12,5,Project Epsilon,45
user33,2021-12-13,2021,12,5,Project Epsilon,81
user36,2021-12-13,2021,12,10,Project Kappa,307
user37,2021-12-13,2021,12,10,Project Kappa,14
user40,2021-12-13,2021,12,2,Project Beta,12
user41,2021-12-13,2021,12,4,Project Delta,36
user42,2021-12-13,2021,12,6,Project Zeta,69
user43,2021-12-13,2021,12,1,Project Alpha,47
user45,2021-12-13,2021,12,9,Project Iota,238
user46,2021-12-13,2021,12,10,Project Kappa,104
user47,2021-12-13,2021,12,9,Project Iota,320
user49,2021-12-13,2021,12,7,Project Eta,14
user50,2021-12-13,2021,12,2,Project Beta,96
user2,2021-12-14,2021,12,2,Project Beta,139
user4,2021-12-14,2021,12,3,Project Gamma,332
user5,2021-12-14,2021,12,8,Project Theta,175
user7,2021-12-14,2021,12,7,Project Eta,35
user11,2021-12-14,2021,12,2,Project Beta,251
user12,2021-12-14,2021,12,6,Project Zeta,41
user14,2021-12-14,2021,12,8,Project Theta,74
user16,2021-12-14,2021,12,2,Project Beta,95
user17,2021-12-14,2021,12,4,Project Delta,20
user18,2021-12-14,2021,12,9,Project Iota,349
user19,2021-12-14,2021,12,4,Project Delta,269
user21,2021-12-14,2021,12,3,Project Gamma,166
user23,2021-12-14,2021,12,8,Project Theta,69
user25,2021-12-14,2021,12,7,Project Eta,144
user26,2021-12-14,2021,12,4,Project Delta,86
user27,2021-12-14,2021,12,8,Project Theta,138
user28,2021-12-14,2021,12,6,Project Zeta,126
user29,2021-12-14,2021,12,7,Project Eta,122
user31,2021-12-14,2021,12,7,Project Eta,50
user33,2021-12-14,2021,12,8,Project Theta,13
user34,2021-12-14,2021,12,3,Project Gamma,51
user35,2021-12-14,2021,12,5,Project Epsilon,275
user36,2021-12-14,2021,12,5,Project Epsilon,126
user37,2021-12-14,2021,12,3,Project Gamma,43
user38,2021-12-14,2021,12,5,Project Epsilon,14
user40,2021-12-14,2021,12,8,Project Theta,220
user42,2021-12-14,2021,12,10,Project Kappa,20
user43,2021-12-14,2021,12,2,Project Beta,179
user44,2021-12-14,2021,12,1,Project Alpha,21
user45,2021-12-14,2021,12,6,Project Zeta,50
user46,2021-12-14,2021,12,7,Project Eta,25
user48,2021-12-14,2021,12,6,Project Zeta,12
user49,2021-12-14,2021,12,4,Project Delta,52
user1,2021-12-15,2021,12,9,Project Iota,56
user2,2021-12-15,2021,12,5,Project Epsilon,55
user3,2021-12-15,2021,12,5,Project Epsilon,164
user4,2021-12-15,2021,12,10,Project Kappa,77
user5,2021-12-15,2021,12,10,Project Kappa,117
user6,2021-12-15,2021,12,5,Project Epsilon,139
user8,2021-12-15,2021,12,7,Project Eta,91
user11,2021-12-15,2021,12,7,Project Eta,131
user13,2021-12-15,2021,12,8,Project Theta,76
user14,2021-12-15,2021,12,10,Project Kappa,38
user15,2021-12-15,2021,12,5,Project Epsilon,15
user16,2021-12-15,2021,12,1,Project Alpha,51
user17,2021-12-15,2021,12,2,Project Beta,143
user20,2021-12-15,2021,12,9,Project Iota,185
user21,2021-12-15,2021,12,7,Project Eta,231
user22,2021-12-15,2021,12,8,Project Theta,40
user23,2021-12-15,2021,12,6,Project Zeta,100
user24,2021-12-15,2021,12,10,Project Kappa,323
user25,2021-12-15,2021,12,5,Project Epsilon,55
user26,2021-12-15,2021,12,4,Project Delta,37
user28,2021-12-15,2021,12,3,Project Gamma,45
user29,2021-12-15,2021,12,2,Project Beta,77
user30,2021-12-15,2021,12,7,Project Eta,302
user31,2021-12-15,2021,12,2,Project Beta,136
user32,2021-12-15,2021,12,5,Project Epsilon,23
user35,2021-12-15,2021,12,6,Project Zeta,29
user37,2021-12-15,2021,12,10,Project Kappa,279
user38,2021-12-15,2021,12,2,Project Beta,40
user39,2021-12-15,2021,12,5,Project Epsilon,256
user40,2021-12-15,2021,12,1,Project Alpha,56
user41,2021-12-15,2021,12,4,Project Delta,203
user44,2021-12-15,2021,12,9,Project Iota,161
user45,2021-12-15,2021,12,4,Project Delta,160
user46,2021-12-15,2021,12,6,Project Zeta,163
user47,2021-12-15,2021,12,2,Project Beta,54
user49,2021-12-15,2021,12,6,Project Zeta,230
user50,2021-12-15,2021,12,6,Project Zeta,126
user2,2021-12-16,2021,12,7,Project Eta,26
user3,2021-12-16,2021,12,4,Project Delta,173
user5,2021-12-16,2021,12,10,Project Kappa,271
user6,2021-12-16,2021,12,8,Project Theta,113
user8,2021-12-16,2021,12,5,Project Epsilon,11
user9,2021-12-16,2021,12,4,Project Delta,256
user10,2021-12-16,2021,12,5,Project Epsilon,36
user12,2021-12-16,2021,12,6,Project Zeta,134
user14,2021-12-16,2021,12,10,Project Kappa,87
user16,2021-12-16,2021,12,10,Project Kappa,229
user17,2021-12-16,2021,12,3,Project Gamma,33
user19,2021-12-16,2021,12,6,Project Zeta,180
user21,2021-12-16,2021,12,2,Project Beta,53
user22,2021-12-16,2021,12,3,Project Gamma,230
user24,2021-12-16,2021,12,4,Project Delta,156
user25,2021-12-16,2021,12,1,Project Alpha,129
user26,2021-12-16,2021,12,10,Project Kappa,23
user27,2021-12-16,2021,12,9,Project Iota,259
user30,2021-12-16,2021,12,8,Project Theta,110
user31,2021-12-16,2021,12,8,Project Theta,241
user33,2021-12-16,2021,12,1,Project Alpha,56
user34,2021-12-16,2021,12,8,Project Theta,152
user35,2021-12-16,2021,12,4,Project Delta,138
user36,2021-12-16,2021,12,4,Project Delta,199
user37,2021-12-16,2021,12,7,Project Eta,219
user38,2021-12-16,2021,12,7,Project Eta,25
user40,2021-12-16,2021,12,10,Project Kappa,103
user41,2021-12-16,2021,12,4,Project Delta,124
user43,2021-12-16,2021,12,3,Project Gamma,60
user44,2021-12-16,2021,12,4,Project Delta,68
user45,2021-12-16,2021,12,9,Project Iota,26
user46,2021-12-16,2021,12,8,Project Theta,154
user47,2021-12-16,2021,12,7,Project Eta,146
user48,2021-12-16,2021,12,6,Project Zeta,147
user50,2021-12-16,2021,12,1,Project Alpha,44
user1,2021-12-17,2021,12,4,Project Delta,134
user2,2021-12-17,2021,12,5,Project Epsilon,209
user3,2021-12-17,2021,12,10,Project Kappa,40
user4,2021-12-17,2021,12,9,Project Iota,237
user6,2021-12-17,2021,12,6,Project Zeta,284
user8,2021-12-17,2021,12,7,Project Eta,214
user9,2021-12-17,2021,12,6,Project Zeta,111
user10,2021-12-17,2021,12,4,Project Delta,93
user11,2021-12-17,2021,12,8,Project Theta,149
user14,2021-12-17,2021,12,6,Project Zeta,163
user16,2021-12-17,2021,12,6,Project Zeta,36
user17,2021-12-17,2021,12,2,Project Beta,103
user18,2021-12-17,2021,12,5,Project Epsilon,196
user19,2021-12-17,2021,12,2,Project Beta,53
user20,2021-12-17,2021,12,5,Project Epsilon,92
user23,2021-12-17,2021,12,7,Project Eta,130
user24,2021-12-17,2021,12,5,Project Epsilon,37
user26,2021-12-17,2021,12,9,Project Iota,265
user28,2021-12-17,2021,12,6,Project Zeta,130
user29,2021-12-17,2021,12,4,Project Delta,83
user30,2021-12-17,2021,12,6,Project Zeta,28
user31,2021-12-17,2021,12,3,Project Gamma,137
user33,2021-12-17,2021,12,5,Project Epsilon,159
user34,2021-12-17,2021,12,9,Project Iota,12
user36,2021-12-17,2021,12,5,Project Epsilon,15
user37,2021-12-17,2021,12,7,Project Eta,56
user38,2021-12-17,2021,12,3,Project Gamma,188
user40,2021-12-17,2021,12,1,Project Alpha,148
user42,2021-12-17,2021,12,2,Project Beta,111
user43,2021-12-17,2021,12,2,Project Beta,43
user46,2021-12-17,2021,12,3,Project Gamma,265
user47,2021-12-17,2021,12,6,Project Zeta,23
user48,2021-12-17,2021,12,4,Project Delta,121
user50,2021-12-17,2021,12,6,Project Zeta,307
user1,2021-12-18,2021,12,3,Project Gamma,124
user3,2021-12-18,2021,12,6,Project Zeta,203
user6,2021-12-18,2021,12,5,Project Epsilon,10
user7,2021-12-18,2021,12,9,Project Iota,138
user8,2021-12-18,2021,12,7,Project Eta,95
user9,2021-12-18,2021,12,6,Project Zeta,321
user10,2021-12-18,2021,12,10,Project Kappa,192
user11,2021-12-18,2021,12,2,Project Beta,209
user12,2021-12-18,2021,12,10,Project Kappa,179
user13,2021-12-18,2021,12,1,Project Alpha,19
user14,2021-12-18,2021,12,5,Project Epsilon,284
user16,2021-12-18,2021,12,1,Project Alpha,17
user17,2021-12-18,2021,12,9,Project Iota,168
user18,2021-12-18,2021,12,6,Project Zeta,81
user19,2021-12-18,2021,12,4,Project Delta,325
user20,2021-12-18,2021,12,9,Project Iota,20
user21,2021-12-18,2021,12,7,Project Eta,282
user23,2021-12-18,2021,12,2,Project Beta,81
user25,2021-12-18,2021,12,2,Project Beta,321
user27,2021-12-18,2021,12,8,Project Theta,25
user28,2021-12-18,2021,12,7,Project Eta,99
user29,2021-12-18,2021,12,5,Project Epsilon,28
user30,2021-12-18,2021,12,3,Project Gamma,216
user31,2021-12-18,2021,12,6,Project Zeta,288
user32,2021-12-18,2021,12,3,Project Gamma,29
user34,2021-12-18,2021,12,1,Project Alpha,13
user35,2021-12-18,2021,12,9,Project Iota,47
user36,2021-12-18,2021,12,4,Project Delta,90
user40,2021-12-18,2021,12,7,Project Eta,195
user42,2021-12-18,2021,12,8,Project Theta,41
user45,2021-12-18,2021,12,1,Project Alpha,21
user47,2021-12-18,2021,12,5,Project Epsilon,246
user48,2021-12-18,2021,12,9,Project Iota,106
user49,2021-12-18,2021,12,10,Project Kappa,163
user50,2021-12-18,2021,12,2,Project Beta,234
user2,2021-12-19,2021,12,6,Project Zeta,144
user3,2021-12-19,2021,12,9,Project Iota,234
user4,2021-12-19,2021,12,4,Project Delta,150
user5,2021-12-19,2021,12,5,Project Epsilon,122
user6,2021-12-19,2021,12,5,Project Epsilon,128
user7,2021-12-19,2021,12,6,Project Zeta,29
user9,2021-12-19,2021,12,5,Project Epsilon,107
user11,2021-12-19,2021,12,3,Project Gamma,148
user12,2021-12-19,2021,12,9,Project Iota,44
user13,2021-12-19,2021,12,8,Project Theta,24
user14,2021-12-19,2021,12,6,Project Zeta,143
user16,2021-12-19,2021,12,9,Project Iota,281
user20,2021-12-19,2021,12,6,Project Zeta,232
user23,2021-12-19,2021,12,5,Project Epsilon,274
user24,2021-12-19,2021,12,6,Project Zeta,158
user25,2021-12-19,2021,12,5,Project Epsilon,13
user27,2021-12-19,2021,12,4,Project Delta,141
user32,2021-12-19,2021,12,10,Project Kappa,238
user33,2021-12-19,2021,12,1,Project Alpha,44
user34,2021-12-19,2021,12,3,Project Gamma,35
user36,2021-12-19,2021,12,6,Project Zeta,51
user37,2021-12-19,2021,12,2,Project Beta,152
user40,2021-12-19,2021,12,7,Project Eta,301
user41,2021-12-19,2021,12,9,Project Iota,72
user42,2021-12-19,2021,12,5,Project Epsilon,250
user48,2021-12-19,2021,12,3,Project Gamma,125
user49,2021-12-19,2021,12,8,Project Theta,113
user50,2021-12-19,2021,12,9,Project Iota,19
user1,2021-12-20,2021,12,3,Project Gamma,16
user2,2021-12-20,2021,12,8,Project Theta,76
user4,2021-12-20,2021,12,9,Project Iota,11
user5,2021-12-20,2021,12,6,Project Zeta,191
user7,2021-12-20,2021,12,9,Project Iota,106
user9,2021-12-20,2021,12,4,Project Delta,46
user11,2021-12-20,2021,12,9,Project Iota,197
user12,2021-12-20,2021,12,3,Project Gamma,76
user13,2021-12-20,2021,12,10,Project Kappa,158
user15,2021-12-20,2021,12,4,Project Delta,248
user18,2021-12-20,2021,12,9,Project Iota,49
user19,2021-12-20,2021,12,2,Project Beta,31
user20,2021-12-20,2021,12,5,Project Epsilon,37
user21,2021-12-20,2021,12,10,Project Kappa,142
user24,2021-12-20,2021,12,2,Project Beta,219
user25,2021-12-20,2021,12,2,Project Beta,250
user26,2021-12-20,2021,12,3,Project Gamma,42
user27,2021-12-20,2021,12,6,Project Zeta,346
user28,2021-12-20,2021,12,1,Project Alpha,317
user29,2021-12-20,2021,12,8,Project Theta,9
user30,2021-12-20,2021,12,1,Project Alpha,273
user31,2021-12-20,2021,12,5,Project Epsilon,111
user32,2021-12-20,2021,12,6,Project Zeta,110
user33,2021-12-20,2021,12,2,Project Beta,245
user34,2021-12-20,2021,12,2,Project Beta,152
user35,2021-12-20,2021,12,3,Project Gamma,299
user36,2021-12-20,2021,12,1,Project Alpha,175
user37,2021-12-20,2021,12,7,Project Eta,114
